EnsemblID	PC1	PC2
NEFH	0.042080470715195016	0.00725700295750928
PAMR1	0.04204147181177369	0.002102682699692564
AK8	0.04192289930569267	-0.006056932986525521
TRIM74	0.04183792136478181	-0.005512552558516465
IFI27L1	0.04165233272544676	0.005893911567711052
RP11-115J16.2	0.04158593517492847	0.005759516438204803
RP11-67M1.1	0.041525642153122856	0.004331912981033646
BCAS2	-0.04138971726028722	0.009701012891724878
COL24A1	0.041275614478031714	-0.01137134439708207
EGFL6	0.04126855806602533	0.004538452528213392
RBBP4P2	-0.04061122565889236	0.0030367287320140052
BMS1P9	0.040365772730159837	0.0035757774204660613
RP3-336K20__B.2	0.040354950699523766	0.0029819493537412783
RP11-115H18.1	0.04032839487446299	0.011266121459898113
ADH5	-0.040317190036309916	0.008283048049940967
BTK	0.0402544809022935	0.0068284079300630525
MYO1H	0.040246558195888765	-0.011879238637358635
PPA1	-0.04018217689948842	0.006874256793255399
RN7SL569P	0.04013179205920628	-0.004867096971207622
AC004603.4	0.04008524328979905	0.007502767541721093
CTD-2611K5.5	0.03999343145733037	0.021688523584544362
TEKT4P2	0.03997941961797261	0.011245746592754891
RP13-452N2.1	0.039951471223847956	0.010699973947939798
ROBO2	0.03993514105154768	-0.018956693217869802
FLNB	0.039923656062973455	-0.005737900373024596
DKK2	0.03986354638727305	-0.011051054549699816
HHATL	0.03978629341941772	-0.014036660613329215
LINC00965	0.0397790450313954	0.025206433607552956
CDH18	0.03965456592709865	0.007649261741814784
RP3-406P24.3	0.039638127178743224	0.019153694976097615
RP11-56F10.3	0.03960076313377264	0.010963712935403271
C17orf72	0.039585657972664945	0.007028842898010361
SLC35A5	-0.03958304258833445	0.023310863835982392
EPO	0.039534118394428885	-0.016298137324947996
RP11-3M1.1	0.039511124473004616	0.007368131417132664
CACNB4	0.039499450855941476	0.009454133557047233
AC008278.2	0.039498156483692086	0.01311027985403301
AKNAD1	0.039448885485543816	0.019311264797937804
RP11-773H22.4	0.039443238411066596	0.003679826181592719
RB1	-0.03939195123199747	-0.009399623495009397
MCTP1	0.039325438289948195	-0.011184796519661873
NIFKP8	0.039305088095311864	0.01405557640828348
RP11-84D1.1	0.039256521939404834	0.0036848998064903486
RP11-396B14.2	0.03923753378565534	0.00813872152309382
RP11-753A21.1	0.039162851287216555	0.0006668587760054804
EXOC3L1	0.039162596180515034	0.017059545908410478
AC016995.3	0.039159299432481205	0.020716695115962823
CCSER1	-0.03915503478361269	0.01651178799175115
CCDC144NL	0.03914561587078588	0.001665793183677598
CTD-2245E15.3	0.039137712863771545	0.01132159449036065
RP11-902B17.1	0.03904567836247424	0.00835377731173183
IFNAR2	-0.03904284985262614	0.0072128185541346646
FOLR3	0.039032894177739114	-0.004055762424120777
RP11-622C24.1	0.03901295662118787	0.009302519967995502
DNASE1L2	0.038986868172537915	0.024838037080566897
BPI	0.038901371813028766	-0.002398517489111137
NUTM2B	0.038900446611651776	0.01906012000370693
RPL21P54	0.03888275804313707	0.015002524122580204
FAM90A25P	0.03882628651521945	0.01578827157726747
C21orf2	0.03882139003846841	0.027307508645515316
MIR3942	0.0388073883634479	0.015202135442127793
RP11-130F10.1	0.03878772071754241	0.01599368699675226
MRPS35	-0.03878348813276494	0.0001219805937107368
LIPE-AS1	0.038772952949586825	0.02585012397452838
CXXC4	-0.038770126777927086	-0.01844365228767896
RN7SL799P	0.038765240104847574	0.01598863834951645
RP11-632F7.3	0.038762695609398094	0.010483041046823337
KRT16P2	0.03874777881137551	-0.0004010133831939657
RNA5SP474	0.03873900060199082	0.008408905118084321
RP11-345M22.1	0.03868978724654032	0.00810413111045144
RP11-310P5.1	0.03865887276805593	0.014483240301748442
RP1-20C7.6	0.03865759051339679	0.005275233136658888
RP11-87F15.2	0.03861550571761292	-0.016368200818762415
ATP6V0E1P2	0.03857856930305728	0.013109868659538839
RP11-110A12.2	0.03857731403904464	0.0010198225325478883
EPPIN	0.03857288628327347	0.007663936100627324
RP11-214C8.2	0.038559578702424734	0.010920403125426355
RNU6-968P	0.038549341988837235	0.00959133021630438
RP11-453N18.1	0.03854597387983795	0.02349669259274249
CSRP1	-0.03854174226271737	0.0067774188545899625
RP11-521C20.3	0.038541729180438376	0.015120759904017496
HOXB-AS2	0.03851239020575953	-0.011392273150217075
CNOT11	-0.03850748689035609	0.02726334335432203
LINC01014	0.038507361342338925	-0.025202132317373973
LRRD1	-0.03847622983106814	0.0062526355952300695
RP3-337O18.9	0.03847249523826342	0.018447558387318527
APLNR	0.03847012820509499	0.01254234242923338
NME9	0.03846824956680722	0.013164394337446773
CYB5R1	-0.03844025279865855	0.030595592211826887
AC114730.8	0.038433545590958684	0.014652698617540658
LHPP	0.03842240110383703	-0.014116129758453255
OPA1-AS1	-0.03840038595226306	0.02273599126002416
GOLGA6L3	0.03839677748486773	0.005356725358250952
CMTM6	-0.038377106230474495	0.021341359314020293
ARHGAP23P1	0.03837322220383598	0.009880137285506805
RNU6-37P	0.03836952681190723	0.02841705058035315
EPPIN-WFDC6	0.03836689052822733	-0.017908043944781828
AC096582.8	0.038349734097793096	0.012508051501694718
RNU6-1262P	0.03830767424477553	0.010560190652097989
CAMKK1	0.038301562247040434	0.017435436362937713
LEPROTL1	-0.03828121305395003	0.028847113566515602
AC009229.6	0.038272641912437955	-0.0009403599439579709
CYP51A1	-0.038271863025971936	0.005919135415432945
PODNL1	0.03826375581712313	0.0022110492964934397
CITED4	0.038262702369731214	0.018719552198214348
MIPEPP3	0.03823508887601302	0.024052138819934923
RP1-120G22.11	0.03823119665727808	0.015780705747810483
Y_RNA	0.03821651238083902	0.014871282932276367
AC104654.2	0.038164426301681285	0.003483254063513289
OR4D12P	0.038150984339726565	0.005179194912577268
COX5BP2	0.038150984339726565	0.005179194912577268
LINC01079	0.038150984339726565	0.005179194912577268
RP11-433M22.2	0.03815098433972656	0.005179194912577284
C1orf158	0.03812784951684607	0.013534482630832583
LINC00578	0.0381135770995493	0.019722062852333327
RP11-234B24.6	-0.03810177259419017	0.02346072435787351
ADAMTS4	0.0380889953930857	0.021789824059792892
COL23A1	0.03808760291254424	0.003689695522765266
FREM1	0.03808364748658819	0.005017086498687192
TCAM1P	0.038073328520409046	-0.0032028921278659046
LINC00514	0.038043526669171754	0.024157744326015706
RP11-167N4.4	0.0379772379279969	0.0063272116673612905
CD300A	0.037924387231043875	-0.01865315296978643
RP4-530I15.9	0.03789317824135064	0.0108919247840483
MIR210HG	0.03788289407726202	0.021739212207955102
RP11-5A19.5	0.03785825542950799	0.015906650562132273
AC022154.7	0.03784455846054906	0.01898636886253
U2AF1	0.03781506144909068	0.030462997790679087
CCM2L	0.037799100891560446	0.019913515397083432
SNORA47	0.03779570357206952	0.02253593688566268
RP5-983L19.2	0.03777248347924861	0.0006321438119098421
C9orf24	0.03776423645994738	0.007547380634456162
RP11-326L17.1	0.03772733376545834	0.01633399799024381
CTD-2091N23.1	0.03772733376545834	0.01633399799024381
CTD-3023L14.2	0.037726353634303274	0.02980187402796577
AP001062.8	0.03772300417856268	0.03147856702864186
RP11-307C19.1	0.03772107936898835	0.02987141788563576
ARL1	-0.03766742660833799	0.025066898286490606
RP11-213G2.2	0.03766154848078536	0.0267852765071107
SPEF1	0.03762675320025365	0.01565499001085947
AC092316.1	0.03761769851581441	0.015248734942375948
C17orf104	0.03759727410946955	0.003032670945136738
NECAB1	0.03759635474500923	0.029348329095922533
SCN11A	0.03758814495881407	-0.00321039881703235
SNORD61	-0.03757345712244614	0.026831309780410928
HAPLN2	0.037563485633788654	-0.009538622175260237
RP11-461F11.3	0.03754495989744395	0.0003309175175637818
CTD-2228K2.5	0.03752573423024182	0.030297286849483886
PLEKHB2	-0.03749958637842997	0.02530476731207397
RP11-266L9.4	0.03748862495618891	0.03026370033338682
GMFB	-0.03746022776671805	0.015692979553006903
AC104809.3	0.03738967303909632	0.004990935574116351
RP1-241P17.7	0.03738825604168012	-0.0008244772686177551
PBK	-0.03738242925309119	-0.002123521330727556
SLC5A11	0.03738015133279064	0.03543397762478194
ZNF518B	-0.037367053997579336	0.02263029814140509
RP11-262H14.7	0.03733832097278895	-0.0029281502389472275
P2RX6P	0.037320985072938684	-0.005030405400331224
HDAC5	0.03730990715702878	0.03404066561832512
RP3-340B19.3	0.03730151312793909	0.0016837483503355515
U62631.5	0.037288987043025176	0.014125200069576016
CELSR3	0.03727071971803387	0.01542241692849687
RP11-397H6.1	0.03722710268834971	0.011455378651244704
AC079781.7	0.03722710268834971	0.011455378651244704
RP11-757A13.1	0.03722710268834971	0.011455378651244704
RP11-380M21.4	0.03722710268834971	0.011455378651244704
RP11-342H21.2	0.03722710268834971	0.011455378651244704
RP11-9N20.3	0.03722710268834971	0.011455378651244704
XCR1	0.037223686192863904	0.008314266466640992
Y_RNA	0.037209544656630344	0.010313421369110915
RP1-261D10.2	0.037190124916852654	-0.0009537280957025286
RP4-710M16.2	0.0371700363630425	0.01980509227276867
LINC00845	0.03712803133208868	0.015432655579101274
RP5-1172A22.1	0.03712803133208868	0.015432655579101274
HOXB-AS1	0.037123902503824746	0.014375987956771715
ATG16L2	0.03710625337724003	0.020192906786082078
PLEKHH3	0.03709616235434694	0.03342918293509741
DRC1	0.03706092666193968	0.015005896294646066
MKNK2	0.037052778540559966	0.014987738208161997
AC073133.2	0.037052433722360965	0.019418395465478064
LINC00661	0.03705207628641342	0.008466940150759897
GFPT1	-0.0370515681847696	0.02391760511699764
C9orf84	0.03704316687691466	-0.016836693381329225
TRIM73	0.03703856248396684	0.031083647191002522
FOXJ1	0.03697722398033367	0.016348100080414544
RP11-893F2.14	0.03696482323599741	-0.008083364429905562
ZNF425	0.03693358832928237	0.014766622646209843
MAGEC3	0.036897202922194755	0.015682735804115496
RP11-483E7.1	0.03688431962948062	-0.003959438525803208
DSG2	-0.036875812687276875	0.035070736354773424
PIANP	0.03682972205415384	0.03025187486577303
CCDC180	0.03682562989557646	0.014373879376647945
MAN1A2	-0.03682051947166791	0.03396671476634548
DNAI1	0.03681201393714662	0.016225895805156758
RP11-266N13.2	0.03680788919703982	-0.011766231577940845
DOC2A	0.03680661553184079	0.02120930766863763
CYP39A1	0.03680398905106729	0.026681466499513744
ALG1L12P	0.036796242022904	-0.013860871888693312
UTP11L	-0.03679547720035805	-0.011103965654282842
SOX4	-0.03679324626095424	-0.006359074207217063
SEP15	-0.036783693936529235	0.004531373924255783
ARHGAP27	0.036776322508631824	0.007012212497312324
PDCL2	0.036761579601282096	0.013059407092152439
