Sample	1	2	3	4	5	6	7	8	9	10	11	12	13	14	15	16	17	18	19	20	21	22	23	24	25	26	27	28	29	30	31	32	33	34	35	36	37	38	39	40	41	42	43	44	45	46	47	48	49	50	51	52	53	54	55	56	57	58	59	60	61	62	63	64	65	66	67	68	69	70	71	72	73	74	75
PDAC200T_F8-9kf_R1	0.2806328843171467	0.0	0.0	0.11623849200695989	0.0	0.0	0.0	0.0	0.0	0.0029352662581159177	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0005049047601073288	0.00027274597973643485	0.0	0.0	0.0	0.0	0.0	0.0	2.7599295568567808e-05	0.0	0.0	0.0	0.0005763382309906808	0.0	0.0	0.0	0.00018345414113224486	0.0	1.623487974621636e-06	0.0	0.0	0.0	0.0009124002417373594	0.0	0.00046107058479254463	0.0	0.0	0.0	0.0025586170480036982	0.004571742136534527	0.0	0.0	0.0	0.0	0.003855783939726385	0.0004367182651732201	0.0	0.0	0.0	0.009580202538242275	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.016955708406948367	0.0	0.0	0.0	0.0
PDAC200T_F8-9kf_R2	0.15441805870613692	0.009849701542029465	0.05557686383522246	0.16972755030681894	0.09520295831978735	8.11743987310818e-06	0.0	0.0	0.0	0.0	0.0	0.0	0.03330260882341362	0.037518807093506	0.0013410010670374714	0.00028248690758416465	0.09347881409073917	0.011497541836270426	0.0001087736942996496	0.0009789632486968465	0.05859168100409484	0.0077813778623615016	0.03671193357011905	0.1432159916812476	0.01417142653047226	0.11199307095332432	3.896371139091926e-05	0.0	0.0	0.0016478402942409606	0.0008815539702195485	0.0	0.0	0.0	0.0	0.004042485056807874	0.0	0.0005941965987115188	0.0	0.0	0.0	0.0	0.0	0.0	0.002979100433430702	0.0	0.0	1.623487974621636e-06	0.0	0.0	0.001784213284109178	0.0	0.0	0.0	0.0	0.0	0.005808839973196213	0.0	0.0	0.0006477717018740327	0.0006542656537725192	0.0014286694176670397	0.0008052500354123315	0.0002483936601171103	0.0	0.006511810266207382	0.0	0.0003035922512542459	0.0	0.008140168704752882	0.0	0.0003198271310004623	0.003941828802381332	0.005982553186480728	0.0
PDAC200Tkf_R1	0.2849836164352873	0.0	0.0	0.11753122274892464	0.0	0.0	0.0	0.0	0.0	0.0029186289523358173	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0004900773469425063	0.0002717260537503005	0.0	0.0	0.0	0.0	0.0	0.0	1.8195941099350482e-05	0.0	0.0	0.0	0.0006174489346379597	0.0	0.0	0.0	0.00017346797181380793	0.0	6.065313699783493e-06	0.0	0.0	0.0	0.0009389105607264848	0.0	0.00043670258638441153	0.0	0.0	0.0	0.0025765452596680284	0.0045744595923767105	0.0	0.0	0.0	0.0	0.003897570583480873	0.0005216169781813804	0.0	0.0	0.0	0.00944733261878277	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.01682639326593937	0.0	0.0	0.0	0.0
PDAC200Tkf_R2	0.1561866800203848	0.009683879853074326	0.05649354486252342	0.17046564153241509	0.0972888448072672	1.3343690139523687e-05	0.0	0.0	0.0	0.0	0.0	0.0	0.03323306682385372	0.03839586184510942	0.0012858465043541008	0.000277791367450084	0.0939383655195068	0.011834640091017553	9.21927682367091e-05	0.0010129073878638434	0.05857758664976903	0.0077405533436636954	0.036491353343377414	0.1451150563928	0.013881076933324504	0.11034139988920129	4.609638411835455e-05	0.0	0.0	0.0016060950677026693	0.0008370132905701222	0.0	0.0	0.0	0.0	0.003828426007303341	0.0	0.000604105244498436	0.0	0.0	0.0	0.0	0.0	0.0	0.002847058250678372	0.0	0.0	6.065313699783493e-06	0.0	0.0	0.0017055662123791186	0.0	0.0	0.0	0.0	0.0	0.005726869195335575	0.0	0.0	0.0006659714442362277	0.0005640741740798649	0.0014411185350685582	0.0007339029576738027	0.0002814305556699541	0.0	0.006511720788087559	0.0	0.0002595954263507335	0.0	0.00821243474950685	0.0	0.00034814900636757256	0.003964289034178492	0.0059585641786673044	0.0
PDAC201T_F8-9kf_R1	0.17012635221628286	0.0	0.0	0.006289824122765323	0.005330064998854297	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0008772458960634719	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.00043572774705462884	3.474241172528602e-05	0.0	0.0	0.00018818806351196594	0.0	0.0	0.0	0.003003771013748687	6.803722296201845e-05	0.0	0.0	0.0020946779069370364	0.0	0.0	0.0021279727181737684	0.0	0.001958603461012999	0.0015387993193324598	0.0	0.0008902743004604542	0.0	0.0008236846779869893	4.777081612226828e-05	0.0002692536908709666	0.0	0.0	0.0	0.0	5.066601709937544e-05	0.0	2.895200977107168e-06	0.0008106562735900071	0.0	0.0001360744459240369	9.264643126742938e-05	0.0	0.0	0.0	0.00040532813679500354	0.0005138981734365224	0.0	0.0	0.0	0.0	0.0	0.0	0.0
PDAC201T_F8-9kf_R2	0.02975398044173037	0.0	7.382762491623278e-05	0.00015634085276378706	0.0	0.0002258256762143591	0.0	0.007804014233792372	0.0	0.009473097597094655	0.0012796788318813683	0.008640727316176343	0.0005993066022611838	0.0	0.007426190506279886	0.0042964782500270375	0.007873499057242944	9.843683322164372e-05	0.0009626543248881334	0.00513319133241101	0.0007382762491623279	0.0005370597812533797	0.0004241469431462001	0.001674873765256497	0.0021250775171966618	0.0026606896979614876	0.001861614228279909	0.003513326385719548	0.008148543150068126	0.0008135514745671143	0.0031239218542986344	0.004700358786333488	0.00558194748386262	0.0007252478447653456	1.0133203419875089e-05	0.0002272732767029127	0.00521425695977001	0.0007802566633303818	0.0012362508172247609	0.0004646797568257005	0.00032281490894744925	0.011590937111848547	0.0017530441916383905	0.006758846681056684	0.0012594124250416181	0.008508995671717968	0.0016068365422944781	0.006421555767223698	2.895200977107168e-06	0.00028228209526794893	5.790401954214336e-06	0.0010046347390561873	0.00198321266931841	2.895200977107168e-06	0.00983499771923305	2.3161607816857345e-05	0.010978602105190381	7.961802687044712e-05	0.0	0.0013896964690114407	0.00953244921712535	0.0009756827292851157	0.0	0.0016242077481571212	0.000550088185650362	0.010050690192027534	0.002017955081043696	1.737120586264301e-05	0.0003112341050390206	0.0007368286486737743	0.0	0.0	0.00011436043859573313	0.00017805486009209084	0.005169381344624848
PDAC201Tkf_R1	0.18543871580772758	0.0	0.0	0.0	0.001362819400210549	0.0	0.0	0.0	0.0	0.0	0.0	0.003389757420616917	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0004255722932816991	0.0	0.0	0.0	0.004930427928467579	0.0	0.004255722932816991	0.0	0.0006020118841945097	0.008780339802185106	9.880617091117392e-06	0.0	0.009314598883469095	0.00011080406309324506	0.0025986022949638743	0.0032930685247966962	0.0015625490171238506	0.002671295406419952	0.0	0.00012421347200261866	0.001700877656399494	0.0009026649471099389	0.0008059760512897187	0.0	5.434339400114566e-05	0.0031011022498835584	0.0	0.00289149201587914	0.00045944869473695877	0.0	0.0	0.0	4.799156872828447e-05	0.0007826860252892277	0.00035852524873483107	1.3409408909373604e-05	0.0012534268538446063	0.0	0.0	0.0003789922412807171	0.0	0.0	0.0	0.0	0.0010875736383865644	0.0	0.0	0.0	0.0006507092112864454	0.0	0.0
PDAC201Tkf_R2	0.10580305932841234	4.446277691002826e-05	0.0004206319847361404	0.00343704323098155	0.0017192273738544264	0.0003549964569165749	0.001918956990767728	0.0005024999549196846	0.0004255722932816991	0.0004206319847361404	0.0024786233731431627	6.916431963782175e-05	0.0008582021701999107	0.0030333494469730396	0.00038604982491722954	3.5287918182562115e-06	0.0061358632135839015	0.0026465938636921586	0.00237487689368643	0.0025202631165985863	0.00010374647945673261	0.0045055613935495314	0.010479100183493645	0.000294301237642568	0.0010212323522033476	0.017709594619100624	0.0009718292667477607	0.009229907879830947	0.0030100594209725483	0.010325244860217676	0.006569904607229414	0.006608721317230232	0.006629188309776118	7.975069509259038e-05	0.009029472504553994	0.001724167682399985	0.002208317919864737	0.0015907793516699003	0.003160385952430263	0.010820687231500847	0.003724286884987606	0.0018173277864019489	0.0009358355902015472	0.009960367786209982	0.005213437032291727	0.005174620322290909	0.0009513622742018746	0.006097046503583082	0.0052212003742918905	0.0002703054532784258	0.008116926940352938	0.003080635257337673	0.0013148278314822643	0.00047003507019172737	0.005596663823754352	2.8230334546049692e-05	0.006237492417949679	0.0	0.0111919161307814	0.001062872095658771	0.0018751999722213509	0.018251617042384777	0.001526555340577637	0.0	0.0010000596012938105	0.0003380582561889451	0.0	0.004070814241540366	0.00013268257236643356	0.0003331179476433864	0.0029585390604260076	0.000320414297097664	0.002231607945865228	0.004480154092458086	0.001587250559851644
PDAC202T_F8-9kf_R1	0.2683448310156901	0.0	0.0	0.11709085848997938	0.0	0.0	0.0	0.0	0.0	0.0028421751339448935	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0005300044269094861	0.0002681695705876683	0.0	0.0	0.0	0.0	0.0	0.0	1.9004142797551296e-05	0.0	0.0	0.0	0.0006060209980996913	0.0	0.0	0.0	0.0001879298565535628	0.0	1.4780999953651007e-05	0.0	0.0	0.0	0.000939649282767814	0.0	0.0004983308555802339	0.0	0.0	0.0	0.002578228706201126	0.0045039818430196565	0.0	0.0	0.0	0.0	0.0038810682735443643	0.0005025539984241343	0.0	0.0	0.0	0.009499959827353696	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.01712906737485957	0.0	0.0	0.0	0.0
PDAC202T_F8-9kf_R2	0.1437346666921463	0.009896935254680325	0.056655572822344305	0.1694641644686088	0.09709850026695542	1.4780999953651007e-05	0.0	0.0	0.0	0.0	0.0	0.0	0.033711237751434045	0.03850028173641697	0.0013366247100944412	0.00028928528480716973	0.09410218041920816	0.011970498391035365	0.00010769014251945734	0.0010367815681775207	0.05955053724183797	0.007981739974971544	0.03709819831224208	0.143280678836427	0.014060954098766008	0.10983549908415868	3.589671417315244e-05	0.0	0.0	0.0015308892809138544	0.0009354261399239137	0.0	0.0	0.0	0.0	0.0037417045596956546	0.0	0.0005891284267240902	0.0	0.0	0.0	0.0	0.0	0.0	0.0027767164198644395	0.0	0.0	1.4780999953651007e-05	0.0	0.0	0.001625909994901611	0.0	0.0	0.0	0.0	0.0	0.005572436982526429	0.0	0.0	0.0006841491407118467	0.0006186904266313922	0.0014084181384407459	0.0007960624260752042	0.00029773157049497025	0.0	0.00658810283648445	0.0	0.00029139685622911986	0.0	0.008423058402159124	0.0	0.0003737481416851755	0.003988758416063822	0.006182681123470021	0.0
