Ensembl;PDAC014T;PDAC018T;PDAC029T;PDAC013T;PDAC020T;PDAC021T;PDAC003T;PDAC017T;PDAC031T;PDAC009T;PDAC012T;PDAC032T;PDAC028T;PDAC030T;PDAC006T;PDAC027T;PDAC025T;PDAC011T;PDAC016T;PDAC007T;PDAC024T;PDAC008T;PDAC026T;PDAC019T;PDAC015T;PDAC001T;PDAC022T
ENSG00000196188;8.87858980412575;10.3644123212059;11.0087311116393;8.73566098349662;9.85263682948904;2.93854066557585;4.3189530515533;10.6607421946148;8.53438352280739;6.00646023242141;10.8351197896441;10.5233745938848;4.29844410533091;9.81964970762918;10.5818886566909;10.2807652984372;10.8974519950158;11.2455531881259;8.93447702219057;7.52617382283662;9.59793689362949;10.7829465892137;9.90195303287483;11.2731879418799;10.2248798635383;7.10585130186372;10.4759534163094
ENSG00000141448;6.92486937819113;5.78061854041998;6.22562525238188;5.77071966706404;6.19134079187267;1.37460348931915;4.71556548055223;6.16417005990302;5.11338479148717;6.68191804182794;6.60717672632481;5.77774719309079;3.61723367329885;6.57704817427319;6.56760716684857;6.6183566409575;6.89989729059569;7.24661535755268;5.84404640687893;5.95416405557872;4.3164426823084;6.27534130763295;7.18913192468478;6.08854814846309;5.83051879641508;4.53667635459926;6.18453587382975
ENSG00000122861;4.55451400474362;4.3717971745081;3.92168107135773;7.65263861454022;5.84317476863086;10.1023164803112;6.18775333001594;5.43019189280635;7.02708182770923;2.03819847975315;2.94861227919622;4.89577733955022;9.21346754210764;4.08152845436276;2.00276011642876;4.42160017962934;4.65279401028208;1.69122159522684;5.25493518803582;2.20113967522097;6.96790736095967;5.59348909956726;6.16935895299071;4.79906823836991;6.74825433171964;8.22269475627232;6.88287045245262
ENSG00000105974;-0.121642983749109;5.01460652587518;1.27687790001382;7.07081626274932;6.58558647094075;10.3131713404545;9.47504845947696;3.96515081784703;6.17906769098557;4.48398047266696;-0.108248439330005;3.84192634350114;7.46127364204272;3.00874416835141;0.683729583570074;4.98233921607441;4.36126939027826;5.26734699042732;5.37650785153096;4.8072746125531;8.47726829100948;4.86574033730972;6.66717146114918;4.02386844533401;6.55056638147361;7.55516662115597;5.98375100530616
ENSG00000019186;-0.580242501115509;-3.62028151941622;-4.07265590543978;-0.646828589052775;2.72698203549609;4.22143736597906;2.46262800328209;-3.11942977833822;-1.39138395150745;-2.52590711057736;-2.56065835847098;-3.09448460980729;3.47214792107714;-1.66651197140482;-3.49919230328735;-3.91098605966981;-4.535200619965;-3.4630126833391;-1.4982445738076;-2.94639929205346;1.4624052858952;-0.774746631766357;-2.35188463891439;-1.92761085111249;-3.33180222731667;3.19572988247475;-0.857371684196923
ENSG00000144852;3.76305149514118;4.15389041682084;6.18256267976782;4.54038248299212;4.94640003709086;1.44593921480034;3.75479189686804;4.74925198383288;4.75119403744335;-1.40085516895412;4.37626862403271;4.34373379864776;1.94647586629799;4.2236051388656;6.11944681553438;3.59587260098164;4.70145616559209;3.63864509674262;4.65663239065538;5.17548802638888;3.05538375227163;4.67169867085248;4.94753586371751;5.08868607821536;4.04741614116725;0.125489925478794;3.6024061746699
ENSG00000080493;6.23062696553549;6.2992229814662;7.96027849359858;6.10994176062194;5.22172193542543;2.56837590641332;-1.2701629765461;7.57762419705931;4.66538385491543;9.55761362743972;7.09698951496153;6.48967134163638;1.67174889165326;7.86728997158829;6.33922419602858;8.15039493050858;6.04381531137137;9.58291680990968;2.91652926374247;6.37789217430508;5.09094923231646;6.07237086604259;7.57276377098455;7.99606209902933;5.91086103297139;4.78532296779107;5.91241624513035
ENSG00000086696;5.72052355076489;6.46285360024403;4.78791184755085;4.39685678671419;5.78452413460658;1.50057223081944;-1.78197559999903;4.47836203035295;4.35013969227891;6.9961073785867;7.2293882597577;4.84842184080219;1.63026251949388;4.8313821719501;5.61535975026929;6.52780148876897;6.50596078511973;6.44879748499238;5.58940182951316;7.39603258411681;5.91680621593165;5.59887084368243;7.39019414085965;5.91465587296085;6.66642488145302;4.16917818924367;5.8700118163006
ENSG00000175538;6.21890163311733;7.58902590004715;6.99366236228483;5.80902576519993;6.57932659392081;-0.569144113949704;3.47046649438917;6.19601736138057;7.21804582341274;2.03163519683515;6.25762024814275;8.04228663203374;3.34199605518486;8.80838914221584;7.11711704848987;7.60615996387844;7.46509062026653;8.99192144038979;5.46242118964508;7.50197794937664;4.81053235730352;7.9900632535835;8.56563719272333;7.60124471537705;6.64714332354111;4.25671216010039;5.08546288031977
ENSG00000111275;6.94070265308302;7.54387862411479;6.40145180093427;5.26886890861199;7.46262386338697;3.42870766541974;4.75579536046965;7.30711065050549;6.69149689816065;5.44480314713743;5.98032193589775;8.09031125958482;4.39449812179071;6.39844828853938;5.8862726922295;7.72794235071704;7.69175474147129;8.14898571151471;6.23370553033504;6.78150507216194;5.44108012392221;7.72516515692342;6.70206244070901;7.42829553427476;6.63373616840501;5.37864504113926;5.13106450602783
